genre_id,title_id,genre
1121,t0577,Music & Musicals
1122,t0577,LGBTQ
1123,t0578,Dramas
1124,t0578,Stand-Up Comedy
1125,t0578,Independent
1126,t0579,LGBTQ
1127,t0579,Dramas
1128,t0579,Anime
1129,t0580,Music & Musicals
1130,t0581,Music & Musicals
1131,t0582,Classic
1132,t0582,Romantic Movies
1133,t0582,Crime
1134,t0583,Anime
1135,t0583,Horror Movies
1136,t0584,Romantic Movies
1137,t0584,Documentaries
1138,t0585,Classic
1139,t0585,LGBTQ
1140,t0585,International
1141,t0586,Kids' TV
1142,t0586,Classic
1143,t0586,Thrillers
1144,t0587,Independent
1145,t0588,LGBTQ
1146,t0588,Action & Adventure
1147,t0588,Documentaries
1148,t0589,Action & Adventure
1149,t0589,Dramas
1150,t0590,Romantic Movies
1151,t0591,Romantic Movies
1152,t0591,Stand-Up Comedy
1153,t0591,Independent
1154,t0592,Comedies
1155,t0593,International
1156,t0593,Action & Adventure
1157,t0593,Comedies
1158,t0594,Romantic Movies
1159,t0595,Documentaries
1160,t0595,Crime
1161,t0595,Action & Adventure
1162,t0596,Thrillers
1163,t0597,Romantic Movies
1164,t0597,Anime
1165,t0597,Music & Musicals
1166,t0598,Romantic Movies
1167,t0599,Thrillers
1168,t0599,Comedies
1169,t0600,Independent
1170,t0600,Comedies
1171,t0600,Classic
1172,t0601,Independent
1173,t0602,LGBTQ
1174,t0602,Comedies
1175,t0603,Documentaries
1176,t0604,Sports
1177,t0604,Documentaries
1178,t0604,Horror Movies
1179,t0605,Anime
1180,t0605,Dramas
1181,t0605,Stand-Up Comedy
1182,t0606,Sci-Fi & Fantasy
1183,t0607,Crime
1184,t0607,Stand-Up Comedy
1185,t0608,Classic
1186,t0609,Stand-Up Comedy
1187,t0609,Reality TV
1188,t0609,Dramas
1189,t0610,Anime
1190,t0610,Sci-Fi & Fantasy
1191,t0610,International
1192,t0611,Reality TV
1193,t0611,Independent
1194,t0611,Sci-Fi & Fantasy
1195,t0612,Classic
1196,t0612,Comedies
1197,t0613,Sci-Fi & Fantasy
1198,t0613,LGBTQ
1199,t0613,Sports
1200,t0614,Anime
1201,t0614,Romantic Movies
1202,t0615,Documentaries
1203,t0615,Anime
1204,t0615,Sports
1205,t0616,Dramas
1206,t0616,Crime
1207,t0616,Stand-Up Comedy
1208,t0617,Documentaries
1209,t0617,LGBTQ
1210,t0618,Dramas
1211,t0618,Kids' TV
1212,t0619,LGBTQ
1213,t0619,Independent
1214,t0619,Documentaries
1215,t0620,Horror Movies
1216,t0620,LGBTQ
1217,t0621,Comedies
1218,t0621,Stand-Up Comedy
1219,t0622,Sci-Fi & Fantasy
1220,t0622,Independent
1221,t0623,Thrillers
1222,t0623,Documentaries
1223,t0624,Classic
1224,t0625,Horror Movies
1225,t0625,Crime
1226,t0626,Sports
1227,t0626,Documentaries
1228,t0627,Stand-Up Comedy
1229,t0628,Romantic Movies
1230,t0628,Classic
1231,t0629,Romantic Movies
1232,t0629,Music & Musicals
1233,t0629,Crime
1234,t0630,Crime
1235,t0630,Thrillers
1236,t0630,Stand-Up Comedy
1237,t0631,Reality TV
1238,t0631,Crime
1239,t0631,Independent
1240,t0632,Reality TV
1241,t0632,Independent
1242,t0633,Horror Movies
1243,t0634,Reality TV
1244,t0634,Sci-Fi & Fantasy
1245,t0634,Comedies
1246,t0635,Independent
1247,t0635,Horror Movies
1248,t0636,Thrillers
1249,t0637,Stand-Up Comedy
1250,t0637,Sci-Fi & Fantasy
1251,t0638,Independent
1252,t0638,Kids' TV
1253,t0639,Classic
1254,t0639,Reality TV
1255,t0639,Sports
1256,t0640,Classic
1257,t0640,Thrillers
1258,t0641,Independent
1259,t0641,Sports
1260,t0641,Dramas
1261,t0642,Action & Adventure
1262,t0642,Horror Movies
1263,t0642,Classic
1264,t0643,Horror Movies
1265,t0644,Music & Musicals
1266,t0645,Thrillers
1267,t0645,Crime
1268,t0645,Reality TV
1269,t0646,Reality TV
1270,t0646,Comedies
1271,t0646,Documentaries
1272,t0647,Crime
1273,t0647,Dramas
1274,t0647,Sci-Fi & Fantasy
1275,t0648,Classic
1276,t0648,LGBTQ
1277,t0649,Reality TV
1278,t0650,Classic
1279,t0650,Crime
1280,t0651,Anime
1281,t0651,Classic
1282,t0651,Documentaries
1283,t0652,Reality TV
1284,t0652,Horror Movies
1285,t0652,Documentaries
1286,t0653,Comedies
1287,t0653,Classic
1288,t0654,Sports
1289,t0654,Dramas
1290,t0654,LGBTQ
1291,t0655,International
1292,t0655,Stand-Up Comedy
1293,t0656,Reality TV
1294,t0656,Comedies
1295,t0657,Sci-Fi & Fantasy
1296,t0657,Action & Adventure
1297,t0657,LGBTQ
1298,t0658,LGBTQ
1299,t0659,Independent
1300,t0659,Comedies
1301,t0659,Action & Adventure
1302,t0660,Stand-Up Comedy
1303,t0661,Thrillers
1304,t0662,LGBTQ
1305,t0662,Dramas
1306,t0662,Kids' TV
1307,t0663,Stand-Up Comedy
1308,t0663,Romantic Movies
1309,t0663,Classic
1310,t0664,Stand-Up Comedy
1311,t0664,International
1312,t0665,Documentaries
1313,t0666,Sci-Fi & Fantasy
1314,t0666,Reality TV
1315,t0666,International
1316,t0667,Sci-Fi & Fantasy
1317,t0667,Thrillers
1318,t0667,Romantic Movies
1319,t0668,Kids' TV
1320,t0668,Sports
1321,t0668,Horror Movies
1322,t0669,Documentaries
1323,t0669,Comedies
1324,t0670,Reality TV
1325,t0670,International
1326,t0671,Documentaries
1327,t0671,Stand-Up Comedy
1328,t0671,Comedies
1329,t0672,Stand-Up Comedy
1330,t0672,Thrillers
1331,t0672,Dramas
1332,t0673,International
1333,t0674,Documentaries
1334,t0674,Dramas
1335,t0674,Music & Musicals
1336,t0675,Kids' TV
1337,t0675,Anime
1338,t0675,LGBTQ
1339,t0676,Independent
1340,t0676,Comedies
1341,t0676,Documentaries
1342,t0677,Music & Musicals
1343,t0678,Music & Musicals
1344,t0678,Sci-Fi & Fantasy
1345,t0678,Horror Movies
1346,t0679,Music & Musicals
1347,t0680,Dramas
1348,t0680,Crime
1349,t0680,Sci-Fi & Fantasy
1350,t0681,Action & Adventure
1351,t0681,Thrillers
1352,t0682,Action & Adventure
1353,t0682,Comedies
1354,t0682,Anime
1355,t0683,International
1356,t0684,Crime
1357,t0684,Stand-Up Comedy
1358,t0685,Documentaries
1359,t0685,Crime
1360,t0685,Comedies
1361,t0686,International
1362,t0686,Stand-Up Comedy
1363,t0687,Horror Movies
1364,t0687,Documentaries
1365,t0687,Music & Musicals
1366,t0688,Stand-Up Comedy
1367,t0688,Romantic Movies
1368,t0688,Comedies
1369,t0689,Music & Musicals
1370,t0690,Documentaries
1371,t0690,Sports
1372,t0691,International
1373,t0692,Kids' TV
1374,t0692,Sports
1375,t0693,Action & Adventure
1376,t0694,Kids' TV
1377,t0694,Horror Movies
1378,t0694,Crime
1379,t0695,Anime
1380,t0695,LGBTQ
1381,t0696,Comedies
1382,t0697,Action & Adventure
1383,t0698,LGBTQ
1384,t0698,Music & Musicals
1385,t0698,Comedies
1386,t0699,Music & Musicals
1387,t0699,Classic
1388,t0700,International
1389,t0700,Comedies
1390,t0700,Independent
1391,t0701,Sci-Fi & Fantasy
1392,t0702,Kids' TV
1393,t0702,Dramas
1394,t0702,Horror Movies
1395,t0703,Anime
1396,t0703,Kids' TV
1397,t0703,LGBTQ
1398,t0704,Independent
1399,t0704,Crime
1400,t0704,Music & Musicals
1401,t0705,Horror Movies
1402,t0706,Independent
1403,t0707,Crime
1404,t0707,Independent
1405,t0708,Stand-Up Comedy
1406,t0709,LGBTQ
1407,t0709,Sports
1408,t0709,Music & Musicals
1409,t0710,Thrillers
1410,t0710,Independent
1411,t0710,Horror Movies
1412,t0711,International
1413,t0712,Romantic Movies
1414,t0713,Music & Musicals
1415,t0714,Classic
1416,t0715,Comedies
1417,t0715,Kids' TV
1418,t0716,Stand-Up Comedy
1419,t0717,Comedies
1420,t0717,International
1421,t0718,Documentaries
1422,t0718,Romantic Movies
1423,t0718,Music & Musicals
1424,t0719,Stand-Up Comedy
1425,t0719,Action & Adventure
1426,t0720,Reality TV
1427,t0721,Sci-Fi & Fantasy
1428,t0721,Horror Movies
1429,t0721,Kids' TV
1430,t0722,LGBTQ
1431,t0723,LGBTQ
1432,t0723,Reality TV
1433,t0723,Kids' TV
1434,t0724,Reality TV
1435,t0724,Anime
1436,t0725,Stand-Up Comedy
1437,t0725,Horror Movies
1438,t0726,International
1439,t0726,LGBTQ
1440,t0726,Crime
1441,t0727,Action & Adventure
1442,t0727,Kids' TV
1443,t0727,Crime
1444,t0728,Classic
1445,t0729,Comedies
1446,t0729,Independent
1447,t0729,Anime
1448,t0730,Documentaries
1449,t0731,Comedies
1450,t0731,LGBTQ
1451,t0731,Thrillers
1452,t0732,International
1453,t0732,Sports
1454,t0732,Documentaries
1455,t0733,Sci-Fi & Fantasy
1456,t0733,Documentaries
1457,t0734,Sci-Fi & Fantasy
1458,t0735,Anime
1459,t0736,Romantic Movies
1460,t0737,Sports
1461,t0738,Crime
1462,t0739,Thrillers
1463,t0739,Dramas
1464,t0739,Classic
1465,t0740,Action & Adventure
1466,t0740,Documentaries
1467,t0741,Comedies
1468,t0741,Crime
1469,t0741,Documentaries
1470,t0742,Documentaries
1471,t0743,Kids' TV
1472,t0743,Action & Adventure
1473,t0744,Crime
1474,t0745,Reality TV
1475,t0745,Music & Musicals
1476,t0746,LGBTQ
1477,t0746,Classic
1478,t0746,Horror Movies
1479,t0747,Music & Musicals
1480,t0748,Dramas
1481,t0748,International
1482,t0748,Romantic Movies
1483,t0749,International
1484,t0750,Independent
1485,t0750,Comedies
1486,t0750,Classic
1487,t0751,Horror Movies
1488,t0751,Comedies
1489,t0752,Sci-Fi & Fantasy
1490,t0752,Thrillers
1491,t0752,Kids' TV
1492,t0753,Sci-Fi & Fantasy
1493,t0753,Independent
1494,t0753,Documentaries
1495,t0754,Reality TV
1496,t0755,Sci-Fi & Fantasy
1497,t0756,Romantic Movies
1498,t0756,Sports
1499,t0757,Independent
1500,t0757,Classic
1501,t0757,Romantic Movies
1502,t0758,Dramas
1503,t0758,Anime
1504,t0758,Crime
1505,t0759,Stand-Up Comedy
1506,t0759,Romantic Movies
1507,t0759,Independent
1508,t0760,Independent
1509,t0760,Romantic Movies
1510,t0760,Sci-Fi & Fantasy
1511,t0761,Classic
1512,t0761,Thrillers
1513,t0761,Sci-Fi & Fantasy
1514,t0762,Romantic Movies
1515,t0763,Comedies
1516,t0764,Independent
1517,t0764,Reality TV
1518,t0765,Documentaries
1519,t0766,Romantic Movies
1520,t0766,Sci-Fi & Fantasy
1521,t0767,Action & Adventure
1522,t0767,Classic
1523,t0768,Crime
1524,t0768,Romantic Movies
1525,t0769,Horror Movies
1526,t0770,Sports
1527,t0771,Kids' TV
1528,t0771,Comedies
1529,t0772,Documentaries
1530,t0773,LGBTQ
1531,t0773,Comedies
1532,t0773,Documentaries
1533,t0774,Reality TV
1534,t0775,Independent
1535,t0775,Anime
1536,t0775,Comedies
1537,t0776,Sports
1538,t0776,Reality TV
1539,t0776,LGBTQ
1540,t0777,Classic
1541,t0777,Action & Adventure
1542,t0778,Horror Movies
1543,t0778,LGBTQ
1544,t0779,Dramas
1545,t0779,Crime
1546,t0780,Reality TV
1547,t0780,Documentaries
1548,t0780,Classic
1549,t0781,LGBTQ
1550,t0782,Sports
1551,t0783,Romantic Movies
1552,t0784,Sports
1553,t0784,Action & Adventure
1554,t0784,Comedies
1555,t0785,Romantic Movies
1556,t0786,Independent
1557,t0786,Reality TV
1558,t0786,Anime
1559,t0787,Romantic Movies
1560,t0787,Anime
1561,t0787,Horror Movies
1562,t0788,Anime
1563,t0788,Independent
1564,t0788,Crime
1565,t0789,Music & Musicals
1566,t0790,LGBTQ
1567,t0791,Anime
1568,t0791,Independent
1569,t0792,Dramas
1570,t0792,LGBTQ
1571,t0792,Romantic Movies
1572,t0793,Action & Adventure
1573,t0793,Documentaries
1574,t0793,Kids' TV
1575,t0794,Kids' TV
1576,t0794,Action & Adventure
1577,t0795,Thrillers
1578,t0795,LGBTQ
1579,t0796,Sci-Fi & Fantasy
1580,t0797,Sci-Fi & Fantasy
1581,t0797,Documentaries
1582,t0798,Sci-Fi & Fantasy
1583,t0799,International
1584,t0799,Reality TV
1585,t0800,Documentaries
1586,t0800,Reality TV
1587,t0800,Anime
1588,t0016,Anime
1589,t0016,Thrillers
1590,t0143,Documentaries
1591,t0143,Classic
