cast_id,title_id,actor_name,role_type
714,t0182,Aishwarya Rai,Supporting
715,t0182,John Boyega,Supporting
716,t0183,Marion Cotillard,Lead
717,t0183,Nawazuddin Siddiqui,Supporting
718,t0183,Meryl Streep,Supporting
719,t0183,Viola Davis,Supporting
720,t0183,Lee Jung-jae,Supporting
721,t0183,Gal Gadot,Supporting
722,t0184,Shah Rukh Khan,Lead
723,t0184,Pedro Pascal,Supporting
724,t0184,Zendaya,Supporting
725,t0184,Marion Cotillard,Supporting
726,t0185,Idris Elba,Lead
727,t0185,Gal Gadot,Supporting
728,t0186,Timothée Chalamet,Supporting
729,t0186,Zendaya,Supporting
730,t0187,Cate Blanchett,Supporting
731,t0187,Denzel Washington,Supporting
732,t0187,Deepika Padukone,Supporting
733,t0188,Denzel Washington,Lead
734,t0188,Florence Pugh,Supporting
735,t0188,Viola Davis,Supporting
736,t0189,Anya Taylor-Joy,Lead
737,t0189,Millie Bobby Brown,Lead
738,t0189,Nawazuddin Siddiqui,Supporting
739,t0189,Ken Watanabe,Lead
740,t0189,Oscar Isaac,Supporting
741,t0190,Cate Blanchett,Supporting
742,t0190,Millie Bobby Brown,Lead
743,t0190,Tessa Thompson,Supporting
744,t0190,Tom Hanks,Lead
745,t0191,Gal Gadot,Supporting
746,t0191,Lupita Nyong'o,Lead
747,t0191,Marion Cotillard,Supporting
748,t0191,Denzel Washington,Supporting
749,t0191,Priyanka Chopra,Lead
750,t0191,Michael B. Jordan,Supporting
751,t0192,Aishwarya Rai,Supporting
752,t0192,Tom Hanks,Supporting
753,t0192,Lee Jung-jae,Supporting
754,t0193,Emma Stone,Supporting
755,t0193,Song Kang-ho,Supporting
756,t0193,Meryl Streep,Supporting
757,t0193,Anya Taylor-Joy,Supporting
758,t0194,Millie Bobby Brown,Lead
759,t0194,Idris Elba,Supporting
760,t0194,Javier Bardem,Supporting
761,t0195,Idris Elba,Lead
762,t0195,Emma Stone,Supporting
763,t0195,Gal Gadot,Supporting
764,t0195,Penélope Cruz,Supporting
765,t0195,Pedro Pascal,Lead
766,t0195,Bae Doona,Supporting
767,t0196,Florence Pugh,Lead
768,t0196,Priyanka Chopra,Supporting
769,t0197,Timothée Chalamet,Lead
770,t0197,Lee Jung-jae,Supporting
771,t0197,Gong Yoo,Supporting
772,t0197,Idris Elba,Supporting
773,t0198,Emma Stone,Supporting
774,t0198,Lupita Nyong'o,Lead
775,t0199,Idris Elba,Supporting
776,t0199,Meryl Streep,Supporting
777,t0200,Pedro Pascal,Supporting
778,t0200,Timothée Chalamet,Supporting
779,t0200,Cate Blanchett,Supporting
780,t0200,Oscar Isaac,Supporting
781,t0200,Adam Driver,Supporting
782,t0200,Bae Doona,Lead
783,t0201,Rami Malek,Lead
784,t0201,Ryan Gosling,Lead
785,t0201,Tessa Thompson,Supporting
786,t0201,Pedro Pascal,Supporting
787,t0201,Cate Blanchett,Supporting
788,t0201,Awkwafina,Lead
789,t0202,Anya Taylor-Joy,Lead
790,t0202,Meryl Streep,Supporting
791,t0202,Lee Jung-jae,Lead
792,t0203,Pedro Pascal,Lead
793,t0203,Lupita Nyong'o,Lead
794,t0203,Oscar Isaac,Lead
795,t0203,Adam Driver,Supporting
796,t0204,Penélope Cruz,Lead
797,t0204,Priyanka Chopra,Supporting
798,t0205,Idris Elba,Supporting
799,t0205,Nawazuddin Siddiqui,Supporting
800,t0205,Marion Cotillard,Lead
801,t0205,Cate Blanchett,Supporting
802,t0206,Gong Yoo,Supporting
803,t0206,Oscar Isaac,Supporting
804,t0206,Florence Pugh,Lead
805,t0206,Regé-Jean Page,Supporting
806,t0206,Song Kang-ho,Supporting
807,t0206,Zendaya,Supporting
808,t0207,Gong Yoo,Supporting
809,t0207,Anya Taylor-Joy,Lead
810,t0207,Ken Watanabe,Supporting
811,t0207,Meryl Streep,Supporting
812,t0207,Tom Hanks,Supporting
813,t0207,Idris Elba,Supporting
814,t0208,Saoirse Ronan,Lead
815,t0208,Mahershala Ali,Supporting
816,t0208,Bae Doona,Supporting
817,t0208,Timothée Chalamet,Supporting
818,t0208,Marion Cotillard,Lead
819,t0208,Viola Davis,Supporting
820,t0209,Mahershala Ali,Lead
821,t0209,Lupita Nyong'o,Lead
822,t0209,Deepika Padukone,Supporting
823,t0209,Gong Yoo,Lead
824,t0209,Anya Taylor-Joy,Supporting
825,t0210,Priyanka Chopra,Supporting
826,t0210,Lee Jung-jae,Supporting
827,t0210,John Boyega,Supporting
828,t0210,Tessa Thompson,Lead
829,t0211,Anya Taylor-Joy,Lead
830,t0211,Zendaya,Supporting
831,t0212,Aishwarya Rai,Supporting
832,t0212,John Boyega,Supporting
833,t0212,Regé-Jean Page,Supporting
834,t0212,Ryan Gosling,Supporting
835,t0213,Priyanka Chopra,Lead
836,t0213,Penélope Cruz,Lead
837,t0213,Awkwafina,Supporting
838,t0213,Adam Driver,Lead
839,t0213,Bae Doona,Supporting
840,t0214,Cate Blanchett,Supporting
841,t0214,,Supporting
842,t0215,Ryan Gosling,Supporting
843,t0215,Penélope Cruz,Lead
844,t0215,Nawazuddin Siddiqui,Lead
845,t0215,Gong Yoo,Supporting
846,t0215,Awkwafina,Supporting
847,t0215,Priyanka Chopra,Lead
848,t0216,Lupita Nyong'o,Supporting
849,t0216,Pedro Pascal,Lead
850,t0216,Rami Malek,Lead
851,t0216,Gong Yoo,Supporting
852,t0216,Javier Bardem,Supporting
853,t0216,Deepika Padukone,Supporting
854,t0217,Adam Driver,Supporting
855,t0217,Ryan Gosling,Supporting
856,t0218,Meryl Streep,Supporting
857,t0218,Idris Elba,Lead
858,t0218,Timothée Chalamet,Supporting
859,t0219,Priyanka Chopra,Supporting
860,t0219,Emma Stone,Supporting
861,t0219,Adam Driver,Lead
862,t0219,John Boyega,Supporting
863,t0220,Jason Momoa,Supporting
864,t0220,Tom Hanks,Lead
865,t0220,Song Kang-ho,Supporting
866,t0220,Ryan Gosling,Supporting
867,t0220,Nawazuddin Siddiqui,Supporting
868,t0221,Viola Davis,Supporting
869,t0221,Lupita Nyong'o,Supporting
870,t0221,Shah Rukh Khan,Supporting
871,t0221,Anya Taylor-Joy,Supporting
872,t0221,Michael B. Jordan,Supporting
873,t0222,Penélope Cruz,Supporting
874,t0222,Javier Bardem,Lead
875,t0223,Jason Momoa,Lead
876,t0223,Anya Taylor-Joy,Supporting
877,t0223,Gal Gadot,Lead
878,t0223,Cate Blanchett,Lead
879,t0224,Lee Jung-jae,Supporting
880,t0224,Gal Gadot,Supporting
881,t0225,Zendaya,Supporting
882,t0225,Viola Davis,Lead
883,t0226,Jason Momoa,Supporting
884,t0226,Deepika Padukone,Supporting
885,t0226,Javier Bardem,Lead
886,t0227,Cate Blanchett,Supporting
887,t0227,Penélope Cruz,Supporting
888,t0227,Lee Jung-jae,Lead
889,t0227,Idris Elba,Supporting
890,t0228,Shah Rukh Khan,Lead
891,t0228,Tom Hanks,Lead
892,t0229,Meryl Streep,Lead
893,t0229,Jason Momoa,Lead
894,t0229,John Boyega,Supporting
895,t0229,Timothée Chalamet,Supporting
896,t0229,Zendaya,Lead
897,t0230,Aishwarya Rai,Lead
898,t0230,Deepika Padukone,Lead
899,t0230,Song Kang-ho,Lead
900,t0230,Gong Yoo,Lead
901,t0230,Idris Elba,Supporting
902,t0230,Ken Watanabe,Lead
903,t0231,Meryl Streep,Supporting
904,t0231,Rami Malek,Supporting
905,t0231,Ryan Gosling,Supporting
906,t0231,Awkwafina,Lead
907,t0231,Lee Jung-jae,Supporting
908,t0232,Aishwarya Rai,Lead
909,t0232,Denzel Washington,Lead
910,t0233,Nawazuddin Siddiqui,Lead
911,t0233,Michael B. Jordan,Supporting
912,t0233,Penélope Cruz,Lead
913,t0234,Priyanka Chopra,Lead
914,t0234,Anya Taylor-Joy,Supporting
915,t0234,Adam Driver,Supporting
916,t0235,Cate Blanchett,Lead
917,t0235,Jason Momoa,Supporting
918,t0235,Shah Rukh Khan,Lead
919,t0236,Priyanka Chopra,Lead
920,t0236,Lee Jung-jae,Supporting
921,t0236,Gal Gadot,Supporting
922,t0236,Deepika Padukone,Supporting
923,t0236,Zendaya,Supporting
924,t0237,Awkwafina,Lead
925,t0237,Deepika Padukone,Supporting
926,t0237,Emma Stone,Lead
927,t0238,Jason Momoa,Supporting
928,t0238,Millie Bobby Brown,Lead
929,t0238,Ken Watanabe,Lead
930,t0238,Tom Hanks,Lead
931,t0239,Nawazuddin Siddiqui,Supporting
932,t0239,Idris Elba,Supporting
933,t0240,Ryan Gosling,Supporting
934,t0240,Saoirse Ronan,Supporting
935,t0240,Viola Davis,Lead
936,t0240,Gal Gadot,Supporting
937,t0240,Priyanka Chopra,Supporting
938,t0241,Tom Hanks,Supporting
939,t0241,Penélope Cruz,Lead
940,t0241,John Boyega,Supporting
941,t0241,Millie Bobby Brown,Supporting
942,t0242,Oscar Isaac,Lead
943,t0242,Cate Blanchett,Supporting
944,t0242,Timothée Chalamet,Lead
945,t0242,Lee Jung-jae,Lead
946,t0242,Idris Elba,Supporting
947,t0242,Penélope Cruz,Supporting
948,t0243,Pedro Pascal,Lead
949,t0243,Mahershala Ali,Supporting
950,t0243,John Boyega,Supporting
951,t0243,Gong Yoo,Lead
952,t0244,Michael B. Jordan,Supporting
953,t0244,Bae Doona,Supporting
954,t0245,Michael B. Jordan,Lead
955,t0245,Viola Davis,Supporting
956,t0245,Tessa Thompson,Supporting
957,t0245,Song Kang-ho,Lead
958,t0246,Meryl Streep,Supporting
959,t0246,Aishwarya Rai,Supporting
960,t0246,Awkwafina,Supporting
961,t0247,Zendaya,Supporting
962,t0247,Pedro Pascal,Lead
963,t0247,Gong Yoo,Supporting
964,t0247,John Boyega,Lead
965,t0247,Millie Bobby Brown,Supporting
966,t0247,Anya Taylor-Joy,Lead
967,t0248,Awkwafina,Supporting
968,t0248,Ken Watanabe,Supporting
969,t0249,Lee Jung-jae,Supporting
970,t0249,Gong Yoo,Lead
971,t0249,Cate Blanchett,Supporting
972,t0250,Bae Doona,Supporting
973,t0250,Ken Watanabe,Lead
974,t0250,Gong Yoo,Lead
975,t0250,Mahershala Ali,Lead
976,t0250,Shah Rukh Khan,Supporting
977,t0250,Ryan Gosling,Lead
978,t0251,Gal Gadot,Lead
979,t0251,Cate Blanchett,Supporting
980,t0251,Marion Cotillard,Supporting
981,t0251,Idris Elba,Supporting
982,t0251,Millie Bobby Brown,Lead
983,t0252,Nawazuddin Siddiqui,Lead
984,t0252,Lee Jung-jae,Lead
985,t0252,Tessa Thompson,Supporting
986,t0253,Michael B. Jordan,Supporting
987,t0253,Anya Taylor-Joy,Supporting
988,t0253,Zendaya,Supporting
989,t0254,Oscar Isaac,Supporting
990,t0254,Marion Cotillard,Supporting
991,t0255,Aishwarya Rai,Lead
992,t0255,Deepika Padukone,Supporting
993,t0255,Bae Doona,Supporting
994,t0256,Millie Bobby Brown,Lead
995,t0256,Emma Stone,Lead
996,t0256,Lupita Nyong'o,Lead
997,t0256,Saoirse Ronan,Lead
998,t0257,Tessa Thompson,Supporting
999,t0257,Penélope Cruz,Lead
1000,t0257,Timothée Chalamet,Supporting
1001,t0257,Zendaya,Lead
1002,t0257,Meryl Streep,Lead
1003,t0258,Regé-Jean Page,Supporting
1004,t0258,Awkwafina,Supporting
1005,t0258,Mahershala Ali,Supporting
1006,t0258,Adam Driver,Lead
1007,t0259,Song Kang-ho,Supporting
1008,t0259,Idris Elba,Supporting
1009,t0259,Anya Taylor-Joy,Supporting
1010,t0259,Javier Bardem,Supporting
1011,t0260,Javier Bardem,Supporting
1012,t0260,Viola Davis,Supporting
1013,t0260,Deepika Padukone,Lead
1014,t0260,Song Kang-ho,Lead
1015,t0261,Emma Stone,Supporting
1016,t0261,Rami Malek,Lead
1017,t0261,Lupita Nyong'o,Supporting
1018,t0261,Song Kang-ho,Lead
1019,t0261,John Boyega,Supporting
1020,t0262,Gal Gadot,Supporting
1021,t0262,Meryl Streep,Supporting
1022,t0262,Ryan Gosling,Supporting
1023,t0263,Viola Davis,Lead
1024,t0263,Idris Elba,Supporting
1025,t0263,Emma Stone,Lead
1026,t0263,Lee Jung-jae,Supporting
1027,t0264,Deepika Padukone,Lead
1028,t0264,John Boyega,Lead
1029,t0265,Cate Blanchett,Supporting
1030,t0265,Timothée Chalamet,Supporting
1031,t0266,Tom Hanks,Supporting
1032,t0266,Ryan Gosling,Lead
1033,t0266,Emma Stone,Supporting
1034,t0266,Millie Bobby Brown,Supporting
1035,t0267,Gong Yoo,Supporting
1036,t0267,Anya Taylor-Joy,Lead
1037,t0267,Mahershala Ali,Lead
1038,t0267,Deepika Padukone,Supporting
1039,t0267,Jason Momoa,Supporting
1040,t0267,Ryan Gosling,Supporting
1041,t0268,Anya Taylor-Joy,Lead
1042,t0268,Lee Jung-jae,Supporting
1043,t0268,Ryan Gosling,Lead
1044,t0269,Oscar Isaac,Lead
1045,t0269,Gal Gadot,Supporting
1046,t0269,John Boyega,Supporting
1047,t0269,Cate Blanchett,Lead
1048,t0270,Tessa Thompson,Lead
1049,t0270,Millie Bobby Brown,Supporting
1050,t0270,Gal Gadot,Supporting
1051,t0270,Lupita Nyong'o,Lead
1052,t0271,Lupita Nyong'o,Supporting
1053,t0271,Cate Blanchett,Supporting
1054,t0271,Pedro Pascal,Supporting
1055,t0271,Meryl Streep,Lead
1056,t0271,Emma Stone,Supporting
1057,t0272,Marion Cotillard,Supporting
1058,t0272,Viola Davis,Lead
1059,t0273,Ken Watanabe,Lead
1060,t0273,Rami Malek,Supporting
1061,t0274,Penélope Cruz,Supporting
1062,t0274,Awkwafina,Supporting
1063,t0274,Rami Malek,Supporting
1064,t0274,Meryl Streep,Supporting
1065,t0274,Cate Blanchett,Supporting
1066,t0274,Anya Taylor-Joy,Supporting
1067,t0275,Millie Bobby Brown,Lead
1068,t0275,Emma Stone,Lead
1069,t0276,Ken Watanabe,Supporting
1070,t0276,Pedro Pascal,Supporting
1071,t0276,Tom Hanks,Supporting
1072,t0277,Adam Driver,Supporting
1073,t0277,Timothée Chalamet,Supporting
1074,t0277,Ken Watanabe,Lead
1075,t0277,Shah Rukh Khan,Supporting
1076,t0277,Idris Elba,Supporting
1077,t0278,Adam Driver,Supporting
1078,t0278,Rami Malek,Supporting
1079,t0278,Awkwafina,Supporting
1080,t0278,Viola Davis,Supporting
1081,t0278,Ryan Gosling,Supporting
1082,t0279,Pedro Pascal,Lead
1083,t0279,Ken Watanabe,Lead
1084,t0279,Lee Jung-jae,Supporting
1085,t0279,Deepika Padukone,Supporting
1086,t0279,Gal Gadot,Supporting
1087,t0280,Gong Yoo,Lead
1088,t0280,Lupita Nyong'o,Lead
1089,t0280,John Boyega,Supporting
1090,t0280,Rami Malek,Supporting
1091,t0281,Millie Bobby Brown,Lead
1092,t0281,Anya Taylor-Joy,Supporting
1093,t0281,Meryl Streep,Supporting
1094,t0282,Deepika Padukone,Supporting
1095,t0282,Penélope Cruz,Lead
1096,t0282,Gong Yoo,Supporting
1097,t0282,Jason Momoa,Supporting
1098,t0283,Oscar Isaac,Supporting
1099,t0283,Tom Hanks,Supporting
1100,t0283,Timothée Chalamet,Lead
1101,t0283,Deepika Padukone,Supporting
1102,t0284,Saoirse Ronan,Supporting
1103,t0284,Gal Gadot,Supporting
1104,t0285,Oscar Isaac,Supporting
1105,t0285,Lupita Nyong'o,Supporting
1106,t0285,Michael B. Jordan,Supporting
1107,t0285,Jason Momoa,Supporting
1108,t0285,Adam Driver,Lead
1109,t0286,Florence Pugh,Supporting
1110,t0286,Meryl Streep,Supporting
1111,t0287,Tessa Thompson,Lead
1112,t0287,Jason Momoa,Supporting
1113,t0287,Ryan Gosling,Supporting
1114,t0287,Meryl Streep,Supporting
1115,t0287,Gong Yoo,Supporting
1116,t0287,Aishwarya Rai,Supporting
1117,t0288,Tessa Thompson,Supporting
1118,t0288,Bae Doona,Supporting
1119,t0288,Nawazuddin Siddiqui,Supporting
1120,t0288,Aishwarya Rai,Lead
1121,t0288,Lee Jung-jae,Supporting
1122,t0288,Gong Yoo,Supporting
1123,t0289,Idris Elba,Supporting
1124,t0289,Nawazuddin Siddiqui,Supporting
1125,t0290,Florence Pugh,Supporting
1126,t0290,Regé-Jean Page,Lead
1127,t0290,Shah Rukh Khan,Lead
1128,t0290,Michael B. Jordan,Supporting
1129,t0290,Timothée Chalamet,Lead
1130,t0291,Ken Watanabe,Supporting
1131,t0291,Rami Malek,Supporting
1132,t0291,Denzel Washington,Supporting
1133,t0292,Saoirse Ronan,Lead
1134,t0292,Cate Blanchett,Supporting
1135,t0292,Deepika Padukone,Lead
1136,t0292,Marion Cotillard,Supporting
1137,t0293,Aishwarya Rai,Supporting
1138,t0293,Timothée Chalamet,Supporting
1139,t0293,Mahershala Ali,Supporting
1140,t0293,Nawazuddin Siddiqui,Lead
1141,t0294,Javier Bardem,Lead
1142,t0294,Bae Doona,Supporting
1143,t0294,Anya Taylor-Joy,Supporting
1144,t0294,Gong Yoo,Supporting
1145,t0294,Meryl Streep,Supporting
1146,t0295,Lee Jung-jae,Lead
1147,t0295,Penélope Cruz,Supporting
1148,t0295,Anya Taylor-Joy,Supporting
1149,t0296,Anya Taylor-Joy,Supporting
1150,t0296,Zendaya,Lead
1151,t0296,Adam Driver,Supporting
1152,t0297,Saoirse Ronan,Supporting
1153,t0297,Anya Taylor-Joy,Supporting
1154,t0297,Ken Watanabe,Lead
1155,t0297,Aishwarya Rai,Supporting
1156,t0297,Song Kang-ho,Lead
1157,t0297,Denzel Washington,Supporting
1158,t0298,Gal Gadot,Supporting
1159,t0298,Penélope Cruz,Supporting
1160,t0298,Bae Doona,Supporting
1161,t0298,John Boyega,Lead
1162,t0298,Javier Bardem,Lead
1163,t0298,Denzel Washington,Supporting
1164,t0299,Lupita Nyong'o,Supporting
1165,t0299,Pedro Pascal,Supporting
1166,t0299,Ken Watanabe,Lead
1167,t0299,Bae Doona,Lead
1168,t0300,Ryan Gosling,Supporting
1169,t0300,Idris Elba,Lead
1170,t0301,Oscar Isaac,Supporting
1171,t0301,Florence Pugh,Supporting
1172,t0301,Deepika Padukone,Supporting
1173,t0301,John Boyega,Lead
1174,t0301,Meryl Streep,Supporting
1175,t0301,Emma Stone,Lead
1176,t0302,Cate Blanchett,Supporting
1177,t0302,Shah Rukh Khan,Supporting
1178,t0302,Regé-Jean Page,Supporting
1179,t0302,Gong Yoo,Supporting
1180,t0302,Florence Pugh,Supporting
1181,t0302,Ken Watanabe,Supporting
1182,t0303,Penélope Cruz,Supporting
1183,t0303,Aishwarya Rai,Supporting
1184,t0303,Denzel Washington,Supporting
1185,t0303,Awkwafina,Supporting
1186,t0303,Tessa Thompson,Supporting
1187,t0303,Gong Yoo,Supporting
1188,t0304,Ryan Gosling,Lead
1189,t0304,Denzel Washington,Lead
1190,t0304,Regé-Jean Page,Supporting
1191,t0304,Shah Rukh Khan,Supporting
1192,t0304,Anya Taylor-Joy,Lead
1193,t0304,Tom Hanks,Supporting
1194,t0305,Nawazuddin Siddiqui,Lead
1195,t0305,Javier Bardem,Supporting
1196,t0305,Michael B. Jordan,Supporting
1197,t0305,Saoirse Ronan,Supporting
1198,t0306,John Boyega,Supporting
1199,t0306,Aishwarya Rai,Supporting
1200,t0306,Nawazuddin Siddiqui,Supporting
1201,t0306,Emma Stone,Supporting
1202,t0306,Pedro Pascal,Supporting
1203,t0307,Idris Elba,Lead
1204,t0307,Zendaya,Supporting
1205,t0307,Marion Cotillard,Supporting
1206,t0308,Awkwafina,Supporting
1207,t0308,Denzel Washington,Supporting
1208,t0308,Song Kang-ho,Supporting
1209,t0309,Anya Taylor-Joy,Supporting
1210,t0309,Regé-Jean Page,Supporting
1211,t0309,Timothée Chalamet,Supporting
1212,t0310,Priyanka Chopra,Supporting
1213,t0310,Tom Hanks,Supporting
1214,t0310,Shah Rukh Khan,Supporting
1215,t0310,Oscar Isaac,Lead
1216,t0311,Mahershala Ali,Supporting
1217,t0311,Adam Driver,Supporting
1218,t0312,Priyanka Chopra,Supporting
1219,t0312,Rami Malek,Lead
1220,t0312,Adam Driver,Lead
1221,t0312,Deepika Padukone,Supporting
1222,t0312,Pedro Pascal,Lead
1223,t0312,Regé-Jean Page,Lead
1224,t0313,Viola Davis,Supporting
1225,t0313,Lupita Nyong'o,Supporting
1226,t0313,Ken Watanabe,Supporting
1227,t0313,Anya Taylor-Joy,Lead
1228,t0313,Saoirse Ronan,Supporting
1229,t0314,Deepika Padukone,Lead
1230,t0314,Adam Driver,Supporting
1231,t0314,Denzel Washington,Supporting
1232,t0315,Pedro Pascal,Supporting
1233,t0315,Shah Rukh Khan,Supporting
1234,t0316,Timothée Chalamet,Supporting
1235,t0316,Millie Bobby Brown,Supporting
1236,t0316,Zendaya,Lead
1237,t0316,Jason Momoa,Supporting
1238,t0316,Ryan Gosling,Lead
1239,t0317,Shah Rukh Khan,Lead
1240,t0317,Mahershala Ali,Supporting
1241,t0318,Denzel Washington,Supporting
1242,t0318,John Boyega,Lead
1243,t0318,Gong Yoo,Supporting
1244,t0319,Priyanka Chopra,Supporting
1245,t0319,Javier Bardem,Supporting
1246,t0319,Cate Blanchett,Supporting
1247,t0319,Penélope Cruz,Supporting
1248,t0319,Viola Davis,Supporting
1249,t0320,Lee Jung-jae,Lead
1250,t0320,Florence Pugh,Supporting
1251,t0320,Cate Blanchett,Supporting
1252,t0320,Tom Hanks,Supporting
1253,t0320,Ken Watanabe,Supporting
1254,t0320,Denzel Washington,Supporting
1255,t0321,Awkwafina,Lead
1256,t0321,Bae Doona,Supporting
1257,t0321,Millie Bobby Brown,Lead
1258,t0321,Nawazuddin Siddiqui,Supporting
1259,t0321,Gal Gadot,Supporting
1260,t0322,Adam Driver,Lead
1261,t0322,Bae Doona,Lead
1262,t0323,Pedro Pascal,Supporting
1263,t0323,Viola Davis,Supporting
1264,t0323,Nawazuddin Siddiqui,Supporting
1265,t0323,Javier Bardem,Supporting
1266,t0323,Michael B. Jordan,Supporting
1267,t0324,Timothée Chalamet,Supporting
1268,t0324,Cate Blanchett,Supporting
1269,t0324,Awkwafina,Supporting
1270,t0325,Aishwarya Rai,Supporting
1271,t0325,Marion Cotillard,Supporting
1272,t0325,Millie Bobby Brown,Supporting
1273,t0326,Awkwafina,Supporting
1274,t0326,Marion Cotillard,Lead
1275,t0326,Idris Elba,Lead
1276,t0326,Adam Driver,Supporting
1277,t0327,Bae Doona,Supporting
1278,t0327,Oscar Isaac,Supporting
1279,t0328,Bae Doona,Supporting
1280,t0328,Aishwarya Rai,Supporting
1281,t0328,Idris Elba,Supporting
1282,t0328,Pedro Pascal,Lead
1283,t0328,Deepika Padukone,Lead
1284,t0329,Marion Cotillard,Supporting
1285,t0329,Rami Malek,Lead
1286,t0330,Millie Bobby Brown,Supporting
1287,t0330,Gong Yoo,Supporting
1288,t0330,Viola Davis,Supporting
1289,t0330,Cate Blanchett,Supporting
1290,t0330,Zendaya,Supporting
1291,t0330,Pedro Pascal,Supporting
1292,t0331,Timothée Chalamet,Lead
1293,t0331,Denzel Washington,Supporting
1294,t0332,Aishwarya Rai,Supporting
1295,t0332,Tessa Thompson,Supporting
1296,t0332,Anya Taylor-Joy,Supporting
1297,t0332,Denzel Washington,Supporting
1298,t0332,Meryl Streep,Supporting
1299,t0332,Awkwafina,Supporting
1300,t0333,Javier Bardem,Lead
1301,t0333,Ken Watanabe,Supporting
1302,t0333,Song Kang-ho,Supporting
1303,t0334,Meryl Streep,Supporting
1304,t0334,Aishwarya Rai,Supporting
1305,t0334,Lee Jung-jae,Supporting
1306,t0334,Pedro Pascal,Supporting
1307,t0334,Timothée Chalamet,Supporting
1308,t0334,Rami Malek,Lead
1309,t0335,Lee Jung-jae,Supporting
1310,t0335,Mahershala Ali,Supporting
1311,t0336,Lee Jung-jae,Supporting
1312,t0336,Ryan Gosling,Supporting
1313,t0336,Rami Malek,Lead
1314,t0336,Marion Cotillard,Lead
1315,t0337,Zendaya,Supporting
1316,t0337,Gong Yoo,Lead
1317,t0337,Shah Rukh Khan,Supporting
1318,t0337,Millie Bobby Brown,Lead
1319,t0338,Idris Elba,Supporting
1320,t0338,Florence Pugh,Supporting
1321,t0338,Timothée Chalamet,Supporting
1322,t0338,Viola Davis,Supporting
1323,t0339,Mahershala Ali,Supporting
1324,t0339,Saoirse Ronan,Supporting
1325,t0340,Penélope Cruz,Supporting
1326,t0340,Gong Yoo,Supporting
1327,t0340,Meryl Streep,Supporting
1328,t0340,Emma Stone,Supporting
1329,t0340,Viola Davis,Supporting
1330,t0341,Nawazuddin Siddiqui,Supporting
1331,t0341,Emma Stone,Supporting
1332,t0341,Gong Yoo,Supporting
1333,t0341,Saoirse Ronan,Lead
1334,t0341,Denzel Washington,Lead
1335,t0342,Saoirse Ronan,Lead
1336,t0342,Penélope Cruz,Lead
1337,t0342,Jason Momoa,Supporting
1338,t0342,Song Kang-ho,Supporting
1339,t0342,Tessa Thompson,Supporting
1340,t0342,Tom Hanks,Lead
1341,t0343,Meryl Streep,Supporting
1342,t0343,Oscar Isaac,Supporting
1343,t0343,Penélope Cruz,Supporting
1344,t0343,Gal Gadot,Supporting
1345,t0344,Millie Bobby Brown,Supporting
1346,t0344,Michael B. Jordan,Lead
1347,t0344,Mahershala Ali,Supporting
1348,t0345,Pedro Pascal,Lead
1349,t0345,Awkwafina,Lead
1350,t0346,Lee Jung-jae,Supporting
1351,t0346,Idris Elba,Supporting
1352,t0347,Nawazuddin Siddiqui,Lead
1353,t0347,Ken Watanabe,Lead
1354,t0347,John Boyega,Supporting
1355,t0347,Rami Malek,Supporting
1356,t0348,Florence Pugh,Lead
1357,t0348,Gong Yoo,Supporting
1358,t0348,Lupita Nyong'o,Supporting
1359,t0348,Awkwafina,Supporting
1360,t0349,Rami Malek,Supporting
1361,t0349,Regé-Jean Page,Supporting
1362,t0349,Gal Gadot,Supporting
1363,t0350,Ken Watanabe,Supporting
1364,t0350,Shah Rukh Khan,Supporting
1365,t0350,Marion Cotillard,Supporting
1366,t0351,Millie Bobby Brown,Supporting
1367,t0351,Adam Driver,Lead
1368,t0351,Mahershala Ali,Supporting
1369,t0351,Marion Cotillard,Lead
1370,t0352,Aishwarya Rai,Supporting
1371,t0352,Emma Stone,Supporting
1372,t0352,Jason Momoa,Lead
1373,t0353,Lee Jung-jae,Lead
1374,t0353,Jason Momoa,Lead
1375,t0353,Timothée Chalamet,Lead
1376,t0354,Bae Doona,Lead
1377,t0354,Viola Davis,Supporting
1378,t0354,Shah Rukh Khan,Lead
1379,t0354,Rami Malek,Lead
1380,t0354,John Boyega,Supporting
1381,t0354,Song Kang-ho,Lead
1382,t0355,Millie Bobby Brown,Lead
1383,t0355,Nawazuddin Siddiqui,Lead
1384,t0355,Shah Rukh Khan,Lead
1385,t0355,Michael B. Jordan,Supporting
1386,t0355,Saoirse Ronan,Supporting
1387,t0356,Anya Taylor-Joy,Supporting
1388,t0356,Florence Pugh,Supporting
1389,t0356,Lupita Nyong'o,Supporting
1390,t0357,Cate Blanchett,Supporting
1391,t0357,Millie Bobby Brown,Lead
1392,t0357,Anya Taylor-Joy,Supporting
1393,t0357,Penélope Cruz,Lead
1394,t0357,Michael B. Jordan,Supporting
1395,t0358,Jason Momoa,Lead
1396,t0358,Lee Jung-jae,Supporting
1397,t0359,Priyanka Chopra,Supporting
1398,t0359,Zendaya,Supporting
1399,t0359,Saoirse Ronan,Supporting
1400,t0359,Michael B. Jordan,Lead
1401,t0359,Anya Taylor-Joy,Lead
1402,t0359,Marion Cotillard,Lead
1403,t0360,Regé-Jean Page,Supporting
1404,t0360,John Boyega,Supporting
1405,t0360,Shah Rukh Khan,Supporting
1406,t0360,Idris Elba,Supporting
1407,t0361,Gal Gadot,Supporting
1408,t0361,Deepika Padukone,Supporting
