view_id,title_id,month,views
10988,t0182,2017-06,578
10989,t0182,2017-07,435
10990,t0182,2017-08,227
10991,t0182,2017-09,194
10992,t0182,2017-10,266
10993,t0182,2017-11,199
10994,t0182,2017-12,325
10995,t0182,2018-01,409
10996,t0182,2018-02,338
10997,t0182,2018-03,372
10998,t0182,2018-04,235
10999,t0182,2018-05,307
11000,t0182,2018-06,224
11001,t0182,2018-07,246
11002,t0182,2018-08,344
11003,t0182,2018-09,274
11004,t0182,2018-10,238
11005,t0182,2018-11,207
11006,t0182,2018-12,237
11007,t0182,2019-01,390
11008,t0182,2019-02,218
11009,t0182,2019-03,311
11010,t0182,2019-04,187
11011,t0182,2019-05,199
11012,t0182,2019-06,182
11013,t0182,2019-07,417
11014,t0182,2019-08,203
11015,t0182,2019-09,286
11016,t0182,2019-10,315
11017,t0182,2019-11,285
11018,t0182,2019-12,259
11019,t0182,2020-01,406
11020,t0182,2020-02,330
11021,t0182,2020-03,392
11022,t0182,2020-04,374
11023,t0182,2020-05,412
11024,t0182,2020-06,187
11025,t0182,2020-07,307
11026,t0182,2020-08,193
11027,t0182,2020-09,386
11028,t0182,2020-10,185
11029,t0182,2020-11,333
11030,t0182,2020-12,354
11031,t0182,2021-01,388
11032,t0182,2021-02,368
11033,t0182,2021-03,202
11034,t0182,2021-04,353
11035,t0182,2021-05,308
11036,t0182,2021-06,307
11037,t0182,2021-07,386
11038,t0182,2021-08,324
11039,t0182,2021-09,382
11040,t0182,2021-10,299
11041,t0182,2021-11,282
11042,t0182,2021-12,192
11043,t0182,2022-01,261
11044,t0182,2022-02,323
11045,t0182,2022-03,380
11046,t0182,2022-04,231
11047,t0182,2022-05,321
11048,t0182,2022-06,189
11049,t0182,2022-07,324
11050,t0182,2022-08,245
11051,t0182,2022-09,417
11052,t0182,2022-10,321
11053,t0182,2022-11,292
11054,t0182,2022-12,393
11055,t0182,2023-01,258
11056,t0182,2023-02,182
11057,t0182,2023-03,396
11058,t0182,2023-04,195
11059,t0182,2023-05,373
11060,t0182,2023-06,199
11061,t0182,2023-07,261
11062,t0182,2023-08,331
11063,t0182,2023-09,380
11064,t0182,2023-10,247
11065,t0182,2023-11,325
11066,t0182,2023-12,273
11067,t0182,2024-01,386
11068,t0182,2024-02,419
11069,t0182,2024-03,299
11070,t0182,2024-04,204
11071,t0182,2024-05,413
11072,t0182,2024-06,194
11073,t0183,2019-10,2075
11074,t0183,2019-11,1330
11075,t0183,2019-12,1656
11076,t0183,2020-01,1119
11077,t0183,2020-02,1109
11078,t0183,2020-03,1011
11079,t0183,2020-04,1045
11080,t0183,2020-05,781
11081,t0183,2020-06,572
11082,t0183,2020-07,366
11083,t0183,2020-08,252
11084,t0183,2020-09,216
11085,t0183,2020-10,233
11086,t0183,2020-11,406
11087,t0183,2020-12,358
11088,t0183,2021-01,185
11089,t0183,2021-02,280
11090,t0183,2021-03,294
11091,t0183,2021-04,205
11092,t0183,2021-05,399
11093,t0183,2021-06,271
11094,t0183,2021-07,403
11095,t0183,2021-08,388
11096,t0183,2021-09,261
11097,t0183,2021-10,306
11098,t0183,2021-11,318
11099,t0183,2021-12,192
11100,t0183,2022-01,273
11101,t0183,2022-02,418
11102,t0183,2022-03,255
11103,t0183,2022-04,402
11104,t0183,2022-05,191
11105,t0183,2022-06,191
11106,t0183,2022-07,257
11107,t0183,2022-08,285
11108,t0183,2022-09,200
11109,t0183,2022-10,399
11110,t0183,2022-11,372
11111,t0183,2022-12,185
11112,t0183,2023-01,229
11113,t0183,2023-02,312
11114,t0183,2023-03,414
11115,t0183,2023-04,376
11116,t0183,2023-05,258
11117,t0183,2023-06,220
11118,t0183,2023-07,366
11119,t0183,2023-08,253
11120,t0183,2023-09,384
11121,t0183,2023-10,417
11122,t0183,2023-11,396
11123,t0183,2023-12,310
11124,t0183,2024-01,289
11125,t0183,2024-02,343
11126,t0183,2024-03,407
11127,t0183,2024-04,219
11128,t0183,2024-05,386
11129,t0183,2024-06,230
11130,t0184,2018-11,514
11131,t0184,2018-12,461
11132,t0184,2019-01,349
11133,t0184,2019-02,451
11134,t0184,2019-03,421
11135,t0184,2019-04,273
11136,t0184,2019-05,276
11137,t0184,2019-06,228
11138,t0184,2019-07,138
11139,t0184,2019-08,193
11140,t0184,2019-09,123
11141,t0184,2019-10,83
11142,t0184,2019-11,53
11143,t0184,2019-12,64
11144,t0184,2020-01,90
11145,t0184,2020-02,47
11146,t0184,2020-03,74
11147,t0184,2020-04,48
11148,t0184,2020-05,94
11149,t0184,2020-06,94
11150,t0184,2020-07,59
11151,t0184,2020-08,99
11152,t0184,2020-09,64
11153,t0184,2020-10,80
11154,t0184,2020-11,74
11155,t0184,2020-12,102
11156,t0184,2021-01,47
11157,t0184,2021-02,48
11158,t0184,2021-03,83
11159,t0184,2021-04,64
11160,t0184,2021-05,74
11161,t0184,2021-06,97
11162,t0184,2021-07,85
11163,t0184,2021-08,93
11164,t0184,2021-09,72
11165,t0184,2021-10,70
11166,t0184,2021-11,104
11167,t0184,2021-12,96
11168,t0184,2022-01,77
11169,t0184,2022-02,85
11170,t0184,2022-03,74
11171,t0184,2022-04,85
11172,t0184,2022-05,59
11173,t0184,2022-06,101
11174,t0184,2022-07,56
11175,t0184,2022-08,93
11176,t0184,2022-09,82
11177,t0184,2022-10,73
11178,t0184,2022-11,95
11179,t0184,2022-12,100
11180,t0184,2023-01,96
11181,t0184,2023-02,63
11182,t0184,2023-03,92
11183,t0184,2023-04,80
11184,t0184,2023-05,50
11185,t0184,2023-06,51
11186,t0184,2023-07,64
11187,t0184,2023-08,54
11188,t0184,2023-09,57
11189,t0184,2023-10,68
11190,t0184,2023-11,67
11191,t0184,2023-12,79
11192,t0184,2024-01,55
11193,t0184,2024-02,75
11194,t0184,2024-03,80
11195,t0184,2024-04,75
11196,t0184,2024-05,67
11197,t0184,2024-06,74
11198,t0185,2019-02,428
11199,t0185,2019-03,512
11200,t0185,2019-04,563
11201,t0185,2019-05,421
11202,t0185,2019-06,429
11203,t0185,2019-07,397
11204,t0185,2019-08,289
11205,t0185,2019-09,198
11206,t0185,2019-10,225
11207,t0185,2019-11,134
11208,t0185,2019-12,71
11209,t0185,2020-01,56
11210,t0185,2020-02,56
11211,t0185,2020-03,99
11212,t0185,2020-04,71
11213,t0185,2020-05,73
11214,t0185,2020-06,45
11215,t0185,2020-07,98
11216,t0185,2020-08,65
11217,t0185,2020-09,48
11218,t0185,2020-10,84
11219,t0185,2020-11,82
11220,t0185,2020-12,75
11221,t0185,2021-01,93
11222,t0185,2021-02,56
11223,t0185,2021-03,99
11224,t0185,2021-04,56
11225,t0185,2021-05,65
11226,t0185,2021-06,57
11227,t0185,2021-07,97
11228,t0185,2021-08,52
11229,t0185,2021-09,78
11230,t0185,2021-10,86
11231,t0185,2021-11,79
11232,t0185,2021-12,89
11233,t0185,2022-01,83
11234,t0185,2022-02,98
11235,t0185,2022-03,52
11236,t0185,2022-04,46
11237,t0185,2022-05,80
11238,t0185,2022-06,72
11239,t0185,2022-07,88
11240,t0185,2022-08,83
11241,t0185,2022-09,65
11242,t0185,2022-10,77
11243,t0185,2022-11,52
11244,t0185,2022-12,63
11245,t0185,2023-01,80
11246,t0185,2023-02,87
11247,t0185,2023-03,103
11248,t0185,2023-04,84
11249,t0185,2023-05,46
11250,t0185,2023-06,75
11251,t0185,2023-07,98
11252,t0185,2023-08,67
11253,t0185,2023-09,89
11254,t0185,2023-10,56
11255,t0185,2023-11,88
11256,t0185,2023-12,77
11257,t0185,2024-01,55
11258,t0185,2024-02,65
11259,t0185,2024-03,60
11260,t0185,2024-04,48
11261,t0185,2024-05,86
11262,t0185,2024-06,50
11263,t0186,2019-11,2750
11264,t0186,2019-12,1762
11265,t0186,2020-01,1498
11266,t0186,2020-02,1114
11267,t0186,2020-03,1634
11268,t0186,2020-04,796
11269,t0186,2020-05,1174
11270,t0186,2020-06,1075
11271,t0186,2020-07,677
11272,t0186,2020-08,545
11273,t0186,2020-09,254
11274,t0186,2020-10,385
11275,t0186,2020-11,287
11276,t0186,2020-12,243
11277,t0186,2021-01,261
11278,t0186,2021-02,377
11279,t0186,2021-03,372
11280,t0186,2021-04,218
11281,t0186,2021-05,289
11282,t0186,2021-06,333
11283,t0186,2021-07,419
11284,t0186,2021-08,369
11285,t0186,2021-09,363
11286,t0186,2021-10,335
11287,t0186,2021-11,337
11288,t0186,2021-12,347
11289,t0186,2022-01,355
11290,t0186,2022-02,278
11291,t0186,2022-03,413
11292,t0186,2022-04,181
11293,t0186,2022-05,206
11294,t0186,2022-06,304
11295,t0186,2022-07,264
11296,t0186,2022-08,187
11297,t0186,2022-09,315
11298,t0186,2022-10,395
11299,t0186,2022-11,310
11300,t0186,2022-12,388
11301,t0186,2023-01,405
11302,t0186,2023-02,355
11303,t0186,2023-03,249
11304,t0186,2023-04,183
11305,t0186,2023-05,394
11306,t0186,2023-06,235
11307,t0186,2023-07,319
11308,t0186,2023-08,365
11309,t0186,2023-09,296
11310,t0186,2023-10,362
11311,t0186,2023-11,380
11312,t0186,2023-12,253
11313,t0186,2024-01,333
11314,t0186,2024-02,216
11315,t0186,2024-03,319
11316,t0186,2024-04,297
11317,t0186,2024-05,315
11318,t0186,2024-06,369
11319,t0187,2020-06,12910
11320,t0187,2020-07,10582
11321,t0187,2020-08,11037
11322,t0187,2020-09,10429
11323,t0187,2020-10,6559
11324,t0187,2020-11,5901
11325,t0187,2020-12,3417
11326,t0187,2021-01,5058
11327,t0187,2021-02,2409
11328,t0187,2021-03,2610
11329,t0187,2021-04,2356
11330,t0187,2021-05,1473
11331,t0187,2021-06,949
11332,t0187,2021-07,1979
11333,t0187,2021-08,1738
11334,t0187,2021-09,1529
11335,t0187,2021-10,949
11336,t0187,2021-11,1977
11337,t0187,2021-12,2061
11338,t0187,2022-01,1208
11339,t0187,2022-02,1305
11340,t0187,2022-03,1733
11341,t0187,2022-04,1625
11342,t0187,2022-05,1414
11343,t0187,2022-06,1452
11344,t0187,2022-07,1950
11345,t0187,2022-08,1625
11346,t0187,2022-09,1157
11347,t0187,2022-10,1675
11348,t0187,2022-11,1481
11349,t0187,2022-12,1218
11350,t0187,2023-01,1584
11351,t0187,2023-02,1699
11352,t0187,2023-03,1192
11353,t0187,2023-04,1301
11354,t0187,2023-05,1743
11355,t0187,2023-06,2030
11356,t0187,2023-07,1198
11357,t0187,2023-08,1381
11358,t0187,2023-09,1090
11359,t0187,2023-10,1610
11360,t0187,2023-11,1848
11361,t0187,2023-12,1868
11362,t0187,2024-01,997
11363,t0187,2024-02,1688
11364,t0187,2024-03,1340
11365,t0187,2024-04,1640
11366,t0187,2024-05,1377
11367,t0187,2024-06,1644
11368,t0188,2016-09,695
11369,t0188,2016-10,479
11370,t0188,2016-11,453
11371,t0188,2016-12,281
11372,t0188,2017-01,459
11373,t0188,2017-02,230
11374,t0188,2017-03,164
11375,t0188,2017-04,232
11376,t0188,2017-05,229
11377,t0188,2017-06,84
11378,t0188,2017-07,70
11379,t0188,2017-08,68
11380,t0188,2017-09,68
11381,t0188,2017-10,53
11382,t0188,2017-11,89
11383,t0188,2017-12,67
11384,t0188,2018-01,103
11385,t0188,2018-02,95
11386,t0188,2018-03,72
11387,t0188,2018-04,52
11388,t0188,2018-05,61
11389,t0188,2018-06,104
11390,t0188,2018-07,94
11391,t0188,2018-08,60
11392,t0188,2018-09,79
11393,t0188,2018-10,47
11394,t0188,2018-11,59
11395,t0188,2018-12,94
11396,t0188,2019-01,75
11397,t0188,2019-02,86
11398,t0188,2019-03,83
11399,t0188,2019-04,61
11400,t0188,2019-05,52
11401,t0188,2019-06,97
11402,t0188,2019-07,58
11403,t0188,2019-08,96
11404,t0188,2019-09,75
11405,t0188,2019-10,62
11406,t0188,2019-11,99
11407,t0188,2019-12,98
11408,t0188,2020-01,68
11409,t0188,2020-02,86
11410,t0188,2020-03,51
11411,t0188,2020-04,92
11412,t0188,2020-05,72
11413,t0188,2020-06,94
11414,t0188,2020-07,66
11415,t0188,2020-08,58
11416,t0188,2020-09,79
11417,t0188,2020-10,71
11418,t0188,2020-11,74
11419,t0188,2020-12,86
11420,t0188,2021-01,92
11421,t0188,2021-02,75
11422,t0188,2021-03,72
11423,t0188,2021-04,92
11424,t0188,2021-05,84
11425,t0188,2021-06,76
11426,t0188,2021-07,72
11427,t0188,2021-08,74
11428,t0188,2021-09,76
11429,t0188,2021-10,76
11430,t0188,2021-11,48
11431,t0188,2021-12,70
11432,t0188,2022-01,101
11433,t0188,2022-02,66
11434,t0188,2022-03,45
11435,t0188,2022-04,80
11436,t0188,2022-05,77
11437,t0188,2022-06,49
11438,t0188,2022-07,52
11439,t0188,2022-08,47
11440,t0188,2022-09,75
11441,t0188,2022-10,65
11442,t0188,2022-11,90
11443,t0188,2022-12,62
11444,t0188,2023-01,85
11445,t0188,2023-02,102
11446,t0188,2023-03,73
11447,t0188,2023-04,96
11448,t0188,2023-05,99
11449,t0188,2023-06,58
11450,t0188,2023-07,70
11451,t0188,2023-08,73
11452,t0188,2023-09,68
11453,t0188,2023-10,79
11454,t0188,2023-11,101
11455,t0188,2023-12,62
11456,t0188,2024-01,85
11457,t0188,2024-02,76
11458,t0188,2024-03,98
11459,t0188,2024-04,57
11460,t0188,2024-05,58
11461,t0188,2024-06,54
11462,t0189,2018-05,7895
11463,t0189,2018-06,9796
11464,t0189,2018-07,8988
11465,t0189,2018-08,5730
11466,t0189,2018-09,8770
11467,t0189,2018-10,4917
11468,t0189,2018-11,6685
11469,t0189,2018-12,2867
11470,t0189,2019-01,2780
11471,t0189,2019-02,2656
11472,t0189,2019-03,2604
11473,t0189,2019-04,1483
11474,t0189,2019-05,1529
11475,t0189,2019-06,1454
11476,t0189,2019-07,1903
11477,t0189,2019-08,1562
11478,t0189,2019-09,1664
11479,t0189,2019-10,1649
11480,t0189,2019-11,1233
11481,t0189,2019-12,1666
11482,t0189,2020-01,1729
11483,t0189,2020-02,1123
11484,t0189,2020-03,1556
11485,t0189,2020-04,2047
11486,t0189,2020-05,1768
11487,t0189,2020-06,901
11488,t0189,2020-07,1442
11489,t0189,2020-08,906
11490,t0189,2020-09,1823
11491,t0189,2020-10,1184
11492,t0189,2020-11,1449
11493,t0189,2020-12,1150
11494,t0189,2021-01,1542
11495,t0189,2021-02,1090
11496,t0189,2021-03,1496
11497,t0189,2021-04,938
11498,t0189,2021-05,1259
11499,t0189,2021-06,998
11500,t0189,2021-07,998
11501,t0189,2021-08,2089
11502,t0189,2021-09,1304
11503,t0189,2021-10,1662
11504,t0189,2021-11,1783
11505,t0189,2021-12,1730
11506,t0189,2022-01,1215
11507,t0189,2022-02,1643
11508,t0189,2022-03,1793
11509,t0189,2022-04,1365
11510,t0189,2022-05,1044
11511,t0189,2022-06,1815
11512,t0189,2022-07,1666
11513,t0189,2022-08,1231
11514,t0189,2022-09,1451
11515,t0189,2022-10,925
11516,t0189,2022-11,1631
11517,t0189,2022-12,1886
11518,t0189,2023-01,1065
11519,t0189,2023-02,1565
11520,t0189,2023-03,1253
11521,t0189,2023-04,1684
11522,t0189,2023-05,1643
11523,t0189,2023-06,1316
11524,t0189,2023-07,1197
11525,t0189,2023-08,1161
11526,t0189,2023-09,1012
11527,t0189,2023-10,1418
11528,t0189,2023-11,2071
11529,t0189,2023-12,1977
11530,t0189,2024-01,1076
11531,t0189,2024-02,1896
11532,t0189,2024-03,1066
11533,t0189,2024-04,1002
11534,t0189,2024-05,1629
11535,t0189,2024-06,1518
11536,t0190,2020-01,8784
11537,t0190,2020-02,10786
11538,t0190,2020-03,9387
11539,t0190,2020-04,6362
11540,t0190,2020-05,7749
11541,t0190,2020-06,6831
11542,t0190,2020-07,5059
11543,t0190,2020-08,2761
11544,t0190,2020-09,2558
11545,t0190,2020-10,3059
11546,t0190,2020-11,1524
11547,t0190,2020-12,1982
11548,t0190,2021-01,1772
11549,t0190,2021-02,2004
11550,t0190,2021-03,1593
11551,t0190,2021-04,1540
11552,t0190,2021-05,1188
11553,t0190,2021-06,1218
11554,t0190,2021-07,1652
11555,t0190,2021-08,1811
11556,t0190,2021-09,1515
11557,t0190,2021-10,1162
11558,t0190,2021-11,1999
11559,t0190,2021-12,918
11560,t0190,2022-01,1869
11561,t0190,2022-02,1827
11562,t0190,2022-03,1030
11563,t0190,2022-04,1345
11564,t0190,2022-05,1599
11565,t0190,2022-06,2017
11566,t0190,2022-07,1574
11567,t0190,2022-08,1168
11568,t0190,2022-09,1250
11569,t0190,2022-10,1280
11570,t0190,2022-11,1234
11571,t0190,2022-12,1302
11572,t0190,2023-01,929
11573,t0190,2023-02,1298
11574,t0190,2023-03,1358
11575,t0190,2023-04,937
11576,t0190,2023-05,932
11577,t0190,2023-06,1787
11578,t0190,2023-07,976
11579,t0190,2023-08,2067
11580,t0190,2023-09,1466
11581,t0190,2023-10,1584
11582,t0190,2023-11,1364
11583,t0190,2023-12,1288
11584,t0190,2024-01,1444
11585,t0190,2024-02,1133
11586,t0190,2024-03,1150
11587,t0190,2024-04,1528
11588,t0190,2024-05,1140
11589,t0190,2024-06,1063
11590,t0191,2023-02,1512
11591,t0191,2023-03,1558
11592,t0191,2023-04,1125
11593,t0191,2023-05,1081
11594,t0191,2023-06,1531
11595,t0191,2023-07,1215
11596,t0191,2023-08,733
11597,t0191,2023-09,965
11598,t0191,2023-10,712
11599,t0191,2023-11,536
11600,t0191,2023-12,542
11601,t0191,2024-01,289
11602,t0191,2024-02,303
11603,t0191,2024-03,321
11604,t0191,2024-04,403
11605,t0191,2024-05,187
11606,t0191,2024-06,198
11607,t0192,2018-09,7205
11608,t0192,2018-10,7169
11609,t0192,2018-11,10180
11610,t0192,2018-12,6549
11611,t0192,2019-01,4215
11612,t0192,2019-02,5964
11613,t0192,2019-03,5479
11614,t0192,2019-04,4240
11615,t0192,2019-05,4768
11616,t0192,2019-06,2843
11617,t0192,2019-07,2429
11618,t0192,2019-08,1094
11619,t0192,2019-09,1944
11620,t0192,2019-10,1545
11621,t0192,2019-11,1463
11622,t0192,2019-12,2085
11623,t0192,2020-01,2094
11624,t0192,2020-02,2022
11625,t0192,2020-03,1280
11626,t0192,2020-04,1678
11627,t0192,2020-05,1160
11628,t0192,2020-06,1325
11629,t0192,2020-07,1016
11630,t0192,2020-08,1273
11631,t0192,2020-09,1302
11632,t0192,2020-10,1578
11633,t0192,2020-11,1253
11634,t0192,2020-12,1972
11635,t0192,2021-01,1543
11636,t0192,2021-02,1711
11637,t0192,2021-03,1607
11638,t0192,2021-04,1340
11639,t0192,2021-05,1608
11640,t0192,2021-06,1420
11641,t0192,2021-07,1339
11642,t0192,2021-08,1072
11643,t0192,2021-09,1177
11644,t0192,2021-10,1915
11645,t0192,2021-11,1489
11646,t0192,2021-12,1614
11647,t0192,2022-01,1634
11648,t0192,2022-02,1187
11649,t0192,2022-03,1044
11650,t0192,2022-04,1668
11651,t0192,2022-05,1425
11652,t0192,2022-06,2095
11653,t0192,2022-07,1042
11654,t0192,2022-08,1330
11655,t0192,2022-09,1839
11656,t0192,2022-10,1249
11657,t0192,2022-11,1137
11658,t0192,2022-12,2093
11659,t0192,2023-01,1049
11660,t0192,2023-02,1327
11661,t0192,2023-03,1382
11662,t0192,2023-04,2058
11663,t0192,2023-05,918
11664,t0192,2023-06,1528
11665,t0192,2023-07,1301
11666,t0192,2023-08,900
11667,t0192,2023-09,1051
11668,t0192,2023-10,982
11669,t0192,2023-11,2080
11670,t0192,2023-12,1629
11671,t0192,2024-01,1226
11672,t0192,2024-02,1314
11673,t0192,2024-03,1839
11674,t0192,2024-04,1050
11675,t0192,2024-05,1853
11676,t0192,2024-06,1239
11677,t0193,2018-09,1540
11678,t0193,2018-10,2241
11679,t0193,2018-11,1053
11680,t0193,2018-12,2005
11681,t0193,2019-01,1895
11682,t0193,2019-02,1023
11683,t0193,2019-03,1192
11684,t0193,2019-04,941
11685,t0193,2019-05,560
11686,t0193,2019-06,727
11687,t0193,2019-07,481
11688,t0193,2019-08,252
11689,t0193,2019-09,291
11690,t0193,2019-10,249
11691,t0193,2019-11,341
11692,t0193,2019-12,253
11693,t0193,2020-01,316
11694,t0193,2020-02,300
11695,t0193,2020-03,289
11696,t0193,2020-04,374
11697,t0193,2020-05,411
11698,t0193,2020-06,402
11699,t0193,2020-07,234
11700,t0193,2020-08,416
11701,t0193,2020-09,344
11702,t0193,2020-10,290
11703,t0193,2020-11,235
11704,t0193,2020-12,234
11705,t0193,2021-01,389
11706,t0193,2021-02,383
11707,t0193,2021-03,232
11708,t0193,2021-04,275
11709,t0193,2021-05,300
11710,t0193,2021-06,410
11711,t0193,2021-07,251
11712,t0193,2021-08,306
11713,t0193,2021-09,304
11714,t0193,2021-10,218
11715,t0193,2021-11,412
11716,t0193,2021-12,236
11717,t0193,2022-01,363
11718,t0193,2022-02,312
11719,t0193,2022-03,242
11720,t0193,2022-04,375
11721,t0193,2022-05,330
11722,t0193,2022-06,346
11723,t0193,2022-07,395
11724,t0193,2022-08,374
11725,t0193,2022-09,188
11726,t0193,2022-10,408
11727,t0193,2022-11,301
11728,t0193,2022-12,317
11729,t0193,2023-01,273
11730,t0193,2023-02,196
11731,t0193,2023-03,340
11732,t0193,2023-04,315
11733,t0193,2023-05,374
11734,t0193,2023-06,319
11735,t0193,2023-07,271
11736,t0193,2023-08,237
11737,t0193,2023-09,224
11738,t0193,2023-10,205
11739,t0193,2023-11,364
11740,t0193,2023-12,306
11741,t0193,2024-01,186
11742,t0193,2024-02,410
11743,t0193,2024-03,281
11744,t0193,2024-04,275
11745,t0193,2024-05,358
11746,t0193,2024-06,297
11747,t0194,2018-12,219089
11748,t0194,2019-01,187959
11749,t0194,2019-02,147216
11750,t0194,2019-03,151258
11751,t0194,2019-04,120186
11752,t0194,2019-05,78988
11753,t0194,2019-06,126437
11754,t0194,2019-07,108444
11755,t0194,2019-08,95832
11756,t0194,2019-09,72322
11757,t0194,2019-10,42713
11758,t0194,2019-11,29023
11759,t0194,2019-12,22142
11760,t0194,2020-01,32309
11761,t0194,2020-02,21526
11762,t0194,2020-03,21540
11763,t0194,2020-04,31152
11764,t0194,2020-05,21256
11765,t0194,2020-06,36113
11766,t0194,2020-07,32446
11767,t0194,2020-08,38726
11768,t0194,2020-09,38328
11769,t0194,2020-10,32741
11770,t0194,2020-11,29775
11771,t0194,2020-12,19193
11772,t0194,2021-01,23685
11773,t0194,2021-02,40832
11774,t0194,2021-03,31861
11775,t0194,2021-04,41724
11776,t0194,2021-05,26739
11777,t0194,2021-06,34503
11778,t0194,2021-07,31804
11779,t0194,2021-08,41363
11780,t0194,2021-09,29806
11781,t0194,2021-10,37585
11782,t0194,2021-11,37617
11783,t0194,2021-12,38938
11784,t0194,2022-01,40404
11785,t0194,2022-02,35054
11786,t0194,2022-03,36701
11787,t0194,2022-04,34864
11788,t0194,2022-05,33887
11789,t0194,2022-06,24014
11790,t0194,2022-07,27068
11791,t0194,2022-08,33771
11792,t0194,2022-09,18422
11793,t0194,2022-10,27626
11794,t0194,2022-11,22420
11795,t0194,2022-12,35060
11796,t0194,2023-01,20943
11797,t0194,2023-02,22112
11798,t0194,2023-03,27432
11799,t0194,2023-04,38243
11800,t0194,2023-05,21830
11801,t0194,2023-06,38603
11802,t0194,2023-07,26563
11803,t0194,2023-08,31309
11804,t0194,2023-09,19656
11805,t0194,2023-10,31940
11806,t0194,2023-11,25570
11807,t0194,2023-12,27684
11808,t0194,2024-01,40318
11809,t0194,2024-02,29058
11810,t0194,2024-03,41232
11811,t0194,2024-04,31882
11812,t0194,2024-05,35700
11813,t0194,2024-06,38077
11814,t0195,2023-04,520
11815,t0195,2023-05,573
11816,t0195,2023-06,455
11817,t0195,2023-07,428
11818,t0195,2023-08,364
11819,t0195,2023-09,376
11820,t0195,2023-10,352
11821,t0195,2023-11,207
11822,t0195,2023-12,160
11823,t0195,2024-01,158
11824,t0195,2024-02,125
11825,t0195,2024-03,90
11826,t0195,2024-04,74
11827,t0195,2024-05,102
11828,t0195,2024-06,50
11829,t0196,2020-07,424
11830,t0196,2020-08,313
11831,t0196,2020-09,309
11832,t0196,2020-10,450
11833,t0196,2020-11,371
11834,t0196,2020-12,369
11835,t0196,2021-01,171
11836,t0196,2021-02,198
11837,t0196,2021-03,241
11838,t0196,2021-04,88
11839,t0196,2021-05,92
11840,t0196,2021-06,87
11841,t0196,2021-07,103
11842,t0196,2021-08,72
11843,t0196,2021-09,99
11844,t0196,2021-10,80
11845,t0196,2021-11,81
11846,t0196,2021-12,74
11847,t0196,2022-01,91
11848,t0196,2022-02,65
11849,t0196,2022-03,103
11850,t0196,2022-04,48
11851,t0196,2022-05,103
11852,t0196,2022-06,56
11853,t0196,2022-07,99
11854,t0196,2022-08,72
11855,t0196,2022-09,86
11856,t0196,2022-10,46
11857,t0196,2022-11,89
11858,t0196,2022-12,87
11859,t0196,2023-01,93
11860,t0196,2023-02,47
11861,t0196,2023-03,60
11862,t0196,2023-04,94
11863,t0196,2023-05,90
11864,t0196,2023-06,96
11865,t0196,2023-07,95
11866,t0196,2023-08,53
11867,t0196,2023-09,101
11868,t0196,2023-10,65
11869,t0196,2023-11,73
11870,t0196,2023-12,84
11871,t0196,2024-01,96
11872,t0196,2024-02,70
11873,t0196,2024-03,66
11874,t0196,2024-04,79
11875,t0196,2024-05,73
11876,t0196,2024-06,54
11877,t0197,2023-02,7261
11878,t0197,2023-03,10276
11879,t0197,2023-04,9051
11880,t0197,2023-05,7117
11881,t0197,2023-06,9058
11882,t0197,2023-07,3835
11883,t0197,2023-08,3984
11884,t0197,2023-09,3311
11885,t0197,2023-10,4717
11886,t0197,2023-11,2700
11887,t0197,2023-12,1939
11888,t0197,2024-01,2074
11889,t0197,2024-02,2096
11890,t0197,2024-03,1360
11891,t0197,2024-04,2089
11892,t0197,2024-05,1607
11893,t0197,2024-06,1087
11894,t0198,2017-01,428
11895,t0198,2017-02,426
11896,t0198,2017-03,417
11897,t0198,2017-04,249
11898,t0198,2017-05,311
11899,t0198,2017-06,221
11900,t0198,2017-07,298
11901,t0198,2017-08,192
11902,t0198,2017-09,119
11903,t0198,2017-10,160
11904,t0198,2017-11,69
11905,t0198,2017-12,68
11906,t0198,2018-01,76
11907,t0198,2018-02,88
11908,t0198,2018-03,72
11909,t0198,2018-04,67
11910,t0198,2018-05,81
11911,t0198,2018-06,82
11912,t0198,2018-07,67
11913,t0198,2018-08,61
11914,t0198,2018-09,103
11915,t0198,2018-10,67
11916,t0198,2018-11,86
11917,t0198,2018-12,87
11918,t0198,2019-01,80
11919,t0198,2019-02,58
11920,t0198,2019-03,51
11921,t0198,2019-04,48
11922,t0198,2019-05,53
11923,t0198,2019-06,78
11924,t0198,2019-07,88
11925,t0198,2019-08,97
11926,t0198,2019-09,78
11927,t0198,2019-10,45
11928,t0198,2019-11,102
11929,t0198,2019-12,60
11930,t0198,2020-01,63
11931,t0198,2020-02,59
11932,t0198,2020-03,68
11933,t0198,2020-04,67
11934,t0198,2020-05,93
11935,t0198,2020-06,60
11936,t0198,2020-07,67
11937,t0198,2020-08,70
11938,t0198,2020-09,97
11939,t0198,2020-10,98
11940,t0198,2020-11,54
11941,t0198,2020-12,76
11942,t0198,2021-01,60
11943,t0198,2021-02,104
11944,t0198,2021-03,97
11945,t0198,2021-04,69
11946,t0198,2021-05,47
11947,t0198,2021-06,60
11948,t0198,2021-07,90
11949,t0198,2021-08,69
11950,t0198,2021-09,59
11951,t0198,2021-10,70
11952,t0198,2021-11,74
11953,t0198,2021-12,51
11954,t0198,2022-01,51
11955,t0198,2022-02,58
11956,t0198,2022-03,101
11957,t0198,2022-04,69
11958,t0198,2022-05,100
11959,t0198,2022-06,80
11960,t0198,2022-07,50
11961,t0198,2022-08,83
